,TESTO,DOPPIE,INV. OMIS. INS. LETT/SILL,FUS./SEP ILL.,SCAMBIO OMOF.,H,ACCENTI
92,"  Ad Aprile la mia classe ed io siamo partiti per un’esperienza indimenticabile: il camposcuola. Siamo andati nelle Marche ed il nostro albergo si trovava ad Urbino. Partiti eravamo tutti emozionati. Inizio il camposcuola! Il primo giorno ci siamo recati a Frasassi, dove abbiamo mangiato e giocato a pallone. Dopo di che siamo andati a visitare le famose grotte di Frasassi. Da queste sono rimasto assai meravigliato. Erano maestose e veramente grandi. Non avevo mai visto una bellezza del genere. Stanchi, il pulman ci ha accompagnati in albergo dove ci siamo sistemati e riposati. Dopo aver cenato tutti insieme gli animatori ci hanno fatto divertire con le attività serali. Dopo una lunga e divertente giornata siamo andati finalmente a dormire. Ci siamo svegliato, abbiamo fatto colazione e immediatamente siamo partiti per il palazzo ducale di Urbino. È stato molto interessante visitarlo. Il pomeriggio è stato divertentissimo. Siamo andati a Corinaldo, un piccolo paese, dove abbiamo svolto una “caccia al territorio”. Ci siamo divisi in due gruppi, ci hanno consegnato un foglio con varie “missioni” da svolgere. È stato veramente divertente. Il terzo giorno ci siamo recati alla rocca di San Leo. Le cose che mi hanno colpito di più sono il panorama visto dalla rocca, e gli strumenti di tortura che si usavano nel medioevo. Nel pomeriggio abbiamo passeggiato e siamo andati in un parco dove ci siamo divertiti un mondo. In seguito siamo ritornati in albergo in cui abbiamo cenato e divertiti la sera. Il giorno siamo andati a Gradara dove abbiamo visto e visitato il suo castello e  mangiato in una pizzeria. I professori ci hanno permesso di comprare alcuni “souvenir” per noi e la nostra famiglia. Dopo di che siamo tornati in albergo. A questo punto è arrivato l’ultimo giorno. Abbiamo preparato le valigie e siamo partiti per Roma. La nostra tappa è stato Jesi, dove abbiamo giocato, ma anche preso appunti visitando la. Siamo risaliti in pulman e siamo ritornati a casa! Per mele parole che possono definire questo camposcuola sono: Amicizia, Felicità; ed è stato anche un po’ Faticoso. Amicizia perché siamo tutti compagni e questo camposcuola è stato un nostro incontro per passare un po’ di tempo insieme. Felicità perché ci siamo divertiti un mondo. Ma c’è stato anche un po’ di fatica, infatti, alcune volte, era stancante segnare appunti ed ascoltare per varie ore. Questo camposcuola è stato davvero un’esperienza indimenticabile! ",0,0,0,0,0,0
93," Caro Tommaso, ho saputo che stai per iniziare la quinta elementare e hai molta paura e ti capisco perché all’inizio avevo paura anche io e pensa che quando sono rientrato a scuola in quinta non ho più trovato la maestra di matematica ho trovato un’altra maestra e mi sono spaventato ancora di più però poi con il passare dei mesi la conobbi meglio e la mia paura scomparve ma non del tutto perché bisognava affrontare le prove scritte d’italiano ma quando le feci per la prima volta capii che non dovevo preoccuparmi perché scrivere un tema non è difficile a me piaceva soprattutto il tema descrittivo a piacere. Secondo me i compiti più belli sono i temi e le comprensioni del testo ma non i quiz perché avendo una risposta multipla può essere che tu hai in mente una risposta ne leggi un’altra e ti confondi. Gli argomenti principali dei temi erano descrizioni sui luoghi delle vacanze sui tuoi amici, la maestra determinava una certa lunghezza del tema che era di tre colonne massimo. Una volta consegnati la maestra li correggeva e ce li riconsegnava dopo tre quattro giorni però a volte li iniziava a correggere in classe e la maggior parte delle volte però a casa sua. Se noi ci sbagliavamo a scrivere la maestra ci dava una facciata su quella lettera o parola oppure per migliorare la nostra calligrafia, io mi impegnavo tanto e perciò la mia media dei voti era molto alta prendevo quasi sempre dieci ma non sottovalutare mai la scuola con le maestre perché può essere molto difficile sotto certi punti di vista ed è molto più impegnativa della quarta quindi ti converrà studiare molto di più. In classe ti converrà stare zitto e non parlare mai, ricorda non lanciare mai bigliettini perché se ti beccano prenderai la nota e di rimanere sempre calmo.Buona fortuna tommy                                              cari saluti il tuo amico Andrea  ",0,0,0,0,0,0
94," Caro Maurizio, Ho saputo che andrai in quinta elementare con le stese maestre che mi hanno accompagnato in questo tragitto per cinque anni. Ti dico un segreto: per prendere bei voti devi farti amiche le maestre, ma non ci prendere il vizio. Scherzo! Posso dirti che con la maestra Divina ti troverai bene, ti svelo un segreto: se darai soddisfazioni i risultati arriveranno. Non fare arrabbiare la maestra divina perché di insegnanti affettuose, comprensibili e gentili come lei non spesso si trovano io ho sempre dato il massimo per gli studi e i risultati sono arrivati, anche se in quest’ultimo periodo non sto andando bene ma non voglio che tu faccia lo stesso, fidati vedere negli occhi di un’insegnante un velo di rabbia, delusione e tristezza non è bello, anzi tutto il contrario. Ora ti lascio, mi raccomando dai soddisfazioni e comportati bene, non fare quello che ho fatto io!",1,0,0,0,0,0
95," Cara Amelie,  ti scrivo perché ho saputo che stai per iniziare la quinta elementare e per dirti che non ti devi preoccupare per i compiti scritti perché non sono così difficili, sai le maestre sono molto disponibili e se hai bisogno ti aiutano. Gli aspetti positivi: i compiti non sono tanto difficili, poi se ti impegni niente è difficile. Le mie difficoltà erano che io ci mettevo troppo tempo a completare il compito perché la maestra mi dava 1 ora e mezza ed io ancora stavo scrivendo la bella. Io nello scrivere il tema o il compito non avevo nessun problema perché riuscivo sempre a trovare l’argomento delle opzioni che ci dava. I compiti che mi piacevano di più erano le fiabe perché nella fiaba puoi inventarti quello che vuoi, invece i compiti che mi piacevano di meno erano quelli sulla descrizione di una persona o quelli in quale devi raccontare un oggetto a noi prezioso o importante perché non sapevo mai che cosa scrivere. Le mie maestre correggevano portandosi i compiti a casa e poi ce li portavano due giorni dopo, quando ce li riportavano li consegnavano a noi e ci facevano capire lo sbaglio e poi ci facevano fare gli esercizi su cosa avevano sbagliato. Ciao e Buona Fortuna!",0,1,0,0,0,0
96," Stavo con i miei amici in una scadla calda e segreta in un negozio di colori. Io ero il colore rosso e i miei amici erano di tutti i colori. Ma un giorno una bambina che si chiama Clara. canc Lei piacciono tanti colori e proprio a noi doveva prendere. Uno dei miei amici ha urlato Uno dei miei amici ha urlato per protestare e ha detto: «stavamo benissimo là lascateci vi prego!» Io ho visto il capo del negozio era molto triste, credo che ha fatto tutto canc possibile per farci contentare ma alla fine non ce là fatta. Quando siamo arrivati a casa di Clara la sua camera era splendente era tutto colorato e una cesta bellissima dove ci ha lasciato. Lei era una bambina buonissima non era una bambina cattiva perché ho sentito dire da altri. Lei non aveva i genitori ma una nonna cattivissima però li voleva tanto bene. La bambina è molto bella come una rossa. Lei va alla prima media aveva appena finito la quinta. I miei amici sono un po’ invidiosi e gelosi volevano essere come lei ma il suo colore preferito è rosso sono io e lei ogni volta disegnava usava sempre i miei amici, li temperava, e giocava ma nessuno poteva toccarmi se qualcuno mi tocava lei arrabbiava moltissimo. Un giorno lei stava a scuola un compagno lo tocò e lei si arabiò.",4,0,0,1,1,0
97," La persona più importante della mia vita è un ragazzo molto timido e va in seconda B, lui si chiama Gabriele Domininzi. Quando non conosce qualcuno è molto agitato. Lui è un pò basso di statura con gli occhi di un colore marrone particolare e corti con delle labbra non tanto carnose e  il naso a patata. Quando ti vuole conoscere non ti guarda i profili di face book o ti cerca nel computer su WHATS UPP, ma ti guarda intensamente negli occhi e vuole che gli ricambi lo sguardo. Poi vederlo piangere mi fa rimanere male perché io, anche se lo conosco da poco, gli voglio un bene che neanche lui lo sa. Ah gli piace molto il calcio perché il martedì e il venerdì dalle 4:30 alle 6:40 lui fa gli allenamenti di calcio, lo vedo passare con un suo compagno Tommaso.",0,0,0,0,0,0
98," In un posto isolato una volta ho visto una villa con un cancello tutto nero all'entrata e con sopra le spine. La casa era gigante e anch'ella nera. Le finestre erano tappate da pezzi di legno e la porta era socchiusa. Niente colori, niente di niente. La pianta tutta bruciata e come si potrebbe immagginare un silenzio terrificante. Qualche volta sentivo dietro di me qualcuno che camminava. Quei passi erano forti e qualche volta si sentivano della goccia d'acqua che cadevano dal tetto e che formavano una pozzanghera sul tappetino dell'entrata, ogni giorno andavo a guardare quella villa abbandonata e ogni giorno la sua curiosità saliva sempre di più. Ero talmente curiosa che una suo modo di urlare . Era sola una ragazza che cercava di impaurire la gente cercando di cacciarla dalla zona in cui lei viveva. Io gli chiesi perché voleva allontanare la gente e lei mi rispose che la voleva allontanare perché quando lei era piccola nessuno la voleva far giocare (con lui) perché era brutta e troppo isolata e così ora vuole fare lo stesso con tutti. Si era rifugiata in quella villa e lì lei voleva stare. Non aveva parenti o almeno lei non sapeva di averne. Io la tranquillizzai un po' e gli spiegai che lei poteva rimanere in quella cosa, ma che poteva contare su di me. Ogni giorno andavo a salutarla con la mia mamma che gli portava delle cose da  mangiare. Eravamo diventate davvero molto amiche, quasi del cuore. gli portavo sempre nuovi vestiti e qualche arredamento per la casa.  ",1,0,0,0,0,0
99," caro alessandro                                            allora la tua difficoltà è il lavoro di scrittura, invece le mie difficoltà erano 2 ed era la calligrafia e i temi troppo corti, la mia prima calligrafia era grande e storta e invece la mia vera è piccola e normale, questa cosa l’ho superata impugnando la penna in un altro modo, invece il secondo problema lo sto ancora risolvendo. Questo problema lo potresti risolvere rilassandoti e scrivendo. ma comunque la quinta è facilissima. Ci vediamo presto Gabriele  ps: un giorno che non piova ",0,0,0,0,0,0
100,"  Tutti hanno una o più speranze, come vincere la partita di calcio, prendere il primo premio ecc. La speranza è come un desiderio, ma la speranza è che tu vuoi qualcosa come io spero..., il desiderio è che quando è il tuo compleanno tu dici io desidero... Le persone dicono sempre io spero...ma è difficile ottenere quello che vuole, se lo vuole, deve fare quella cosa, così quelle persone non sperano più e subito lo fanno. La speranza non è una cosa molto bella, perché ci stanno molte persone che sperano soltanto, ma non lo fanno e poi non ottengono niente. La speranza è pure bella perché puoi parlare di quello che vuoi dentro il cuore e tutti sapranno che cosa vuoi e forse ti potranno aiutare. La speranza per quelli che sperano sempre è brutta ma per quelli che sperano, ma lo ottengono è bella.",0,0,0,0,0,0
101," Caro Riccardo Lo so che stia per iniziare la 5ª elementare e ti vorrei scrivere della mia esperienza. Lo so che la 5ª elementare è dura, ma comunque ricorda che oltre allo studio ci saranno i tuoi compagni e che con loro ti divertirai. Poi, vedrai che sicuramente non ti annoierai e forse farai un campo scuola! Per i compiti non ti devi preoccupare più di tanto. Le maestre sono lì per aiutarti ad imparare. Mi ricordo che a me piacevano i testi di fantasia, quando potevo inventare delle belle storie. Invece non mi piacciono i testi descrittivi. Ecco un buon suggerimento per scrivere un testo: prima devi fare un’introduzione, poi sviluppare un’idea e alla fine concludere in bellezza. Un altro consiglio da caro amico è di pensare prima al dovere poi al piacere. Ti auguro una buona 5ª elementare ",0,0,0,0,0,0
102," Mi piacerebbe molto avere dei compagni con cui parlare, giocare, sentirmi felice, ma pultroppo mi guardo intorno e vedo di essere una persona molto ignorata. Non ho un attimo di felicità. Il mio cuore piange, le lacrime cadono, osservo dalla mia finestra un tempesta molto forte. Il rumore dell'acqua che sbatte a terra mi ricorda i dolori che provo. Fin da piccolo sono stato un tipo molto solitario e quindi la maggior parte dei giorni mi sento triste avendo sempre una ragione. All'inizio in questi casi di infelicità ho cercato di trovare una soluzione, sforzando meningi, ma tutti i miei tentativi sono andati a vuoto e ora ho mollato, sono qui ad aspettare semplicemente qualcuno che passi rivolgendomi la parola. Vorrei che questa tempesta smettesse e che il sole sorgesse, ma per questa cosa dovrò ancora aspettare degli anni. Solo nei sogni, svuoto e libero la mia mente sentendomi felice e forte per il giorno dopo affrontando nuove avventure, misteri e argomenti. Solo nella mia fantasia mi sento di buon umore e quindi svolgendo tanti ragionamenti ho trovato la soluzione: “avere un mondo tutto mio” con tutti gli oggetti, gli edifici, negozi, campi... miei! Un mondo ingegnoso con cui potrei avere una vita tutta mia, essendo l'unico abitante di quel pianeta. Per un momento, mentre passeggiavo a Xanos (il mio pianeta) feci due respiri e rimasi immobile a osservare il paesaggio: finalmente nel cielo il sole splendeva, il vento che mi muoveva i capelli e le rondini che volavano in lontananza c'erano anche dei fiumi di cioccolato e palme fatte di zucchero a velo. Dopo tanti anni avevo trovato la vita dei miei sogni. Dopo degli anni però sentivo un po' la mancanza dell'affetto, per degli anni ho cercato di resistere, riuscendoci con successo. Imparai anche a comunicare con gli animali che in casi di pericolo, anche se erano pochi, mi aiutavano. Un giorno nel mio nuovo pianeta cercai di costruire una navicella molto potente assemblando diverse materie e battendo chiodi, costruendo un motore... volevo tornare sulla Terra! Cominciai a salire a bordo e comincia il mio nuovo viaggio, il primo giorno è stato il più duro perché dei meteoriti stavano per abbatteria nella mia astronave mentre nel secondo arrivai a destinazione. Appena tornai sulla Terra fui molto felice e dopo dei giorni, finalmente trovai gli amici. Andai via da Xanos perché mi ero stancato di stare da solo anche se all'inizio non avevo amici. Tanto una volta, prima o poi avrò trovato degli amici, ho trascorso una nuova esperienza aiutandomi a  che non avevo prima. ",0,0,0,0,0,0
103," Roma 12 Luglio 2011 Caro diario, oggi è l’ultimo giorno di scuola, mi rivengono in mente tutte le cose fatte in questi 5 anni insieme hai miei maestri: Anna, Antonella e Luigi, sono stati degli insegnanti fantastici che mi hanno aiutato a crescere e a diventare brava. L’ultimo giorno di scuola siamo entrati in classe e abbiamo trovato un tavolo apparecchiato pieno di dolci e patatine e cose che avevano portato i nostri genitori. Lì abbiamo giocato, scherzato ma anche pianto, soprattutto noi ragazze perché ci dispiaceva molto lasciare i nostri maestri. Suonata la campanella per l’uscita siamo scesi per le scale e, arrivati nell’atrio, i bidelli hanno acceso la musica e noi abbiamo iniziato a ballare lì intanto c’erano i nostri genitori che stavano filmando. Verso le 6:00 abbiamo dato dei regali ai maestri. Erano delle magliette con scritti dei grandi ringraziamenti. Dopo abbiamo salutato sia loro che i bidelli e ce ne siamo tornati a casa, alcuni contenti, altri, invece che ancora stavano piangendo. Per me questi anni sono stati molto belli e preziosi e la cosa spettacolare è che ho tanti ricordi con i miei amici e insegnanti. Roma 12 Settembre 2012 Caro diario, adesso sta iniziando il mio primo giorno alle medie, per prima cosa ti devo dire che le medie non sono come l’elementari sono tutta un’altra cosa, prima di tutto ogni ora ci sono i professori diversi, uno è più simpatico dell’altro, poi gli insegnanti non si chiamano maestri ma professori, ti porti da casa la merenda, non ci sono le ricreazioni ma solo una, esci alle 1:50 e quindi mangi a casa. Ora ti racconto il primo giorno di scuola alle medie; entrati a scuola ci dissero che per una settimana uscivamo alle 12:30, poi ci hanno chiamato per nome, siamo andati con i rispettivi professori e poi siamo andati in classe. Lì abbiamo conosciuto il nostro insegnante di musica Antonio Barillari che è anche vice preside, poi è venuto il professor Gambrioli, dopo la professoressa di ginnastica, dopo ci hanno dato i diari e siamo andati a casa. Questo come 1° giorno è stato bellissimo. Ho conosciuto un bel po’ di compagni, con alcuni di loro ho già fatto amicizia, insieme a me ci sono Rosa e Valeria che sono state all’elementari con me. Ciao diario alla prossima.",0,0,0,0,1,0
104," Cara Camilla, ti scrivo questa lettera per darti aiuto nei compiti di scrittura d’italiano raccontandoti le mie esperienze, gli aspetti positivi, i suggerimenti che le maestre mi davano per insegnarmi a scrivere bene e anche le mie difficoltà nella scrittura che ho fatto in quinta elementare. Ti racconto anche come le maestre mi correggevano i compiti scritti dandoti consigli utili per cavartela. La mia maestra è molto brava a insegnare soprattutto la maestra d’italiano di nome Dora. Lei insegna canci bambini scherzando e facendo anche dei giochi che riguardano alla grammatica. Quando facevamo i compiti in classe d’italiano ci dava per prima cosa i titoli da scrivere e ci spiegava il significato del titolo per aiutarci di non andare fuori tema dandoci gli esempi di come iniziare il tema. Ci portava sempre il dizionario per cercare le parole per non sbagliare a scrivere, se ammettevamo errori, ci faceva scrivere tante volte fino a quando lo imparavamo. Se noi scrivevamo sempre le stesse parole a verbi, ci vietava di scrivere ripetutamente e ci faceva mettere i sinonimi. Infatti io, dato che quando facevo i compiti in classe d’italiano mettendo sempre il “che”, la maestra mi obbligava di sostituirli con i sinonimi come: il quale, la cui, della quale... Per questo motivo ti consiglio di non mettere sempre le stesse parole ma i sinonimi. La maestra ci correggeva qualche volta ad alta voce oppure ci portava i compiti già corretti un altro giorno e se c’era un compito che gli piaceva, ci leggeva ad alta voce e paragonando canc con quel compito ci correggeva gli errori. Spesso ci dava dei titoli di scrivere qualcosa a una persona e ci dava i suggerimenti che nei temi di descrizione, per esempio, dovevano essere presenti le similitudini. Infatti, io, grazie ai suoi suggerimenti, prendevo i voti alti. Per questo motivo mi piacciono tanto i temi di descrizione. Quindi devi ascoltare bene i suggerimenti che lei ti dice. Penso che tu con tutte queste informazioni riesca a cavartela. In bocca al lupo! Cristina ",0,0,0,0,0,0
105," Sono per le strade, tra negozietti carini e addobbati con lucine colorate e piccoli fiocchi di neve finta. È la vigilia di Natale e tutti corrono da un negozio all'altro con pile di regali in mano. Le bambine e i bambini rimangono ore e ore col naso appiccicato alle vetrine sognando ad occhi aperti lunghe cavalcate col cavalluccio a dondolo, viaggi in terre sconosciute con areoplanini telecomandati e lunghe chiacchierate mentre bevono il tè con le bambole. Le nuvole scure in cielo promettono neve. Ad un tratto, suonano le campane e Babbo Natale spunta all'inizio della via. I bambini non credono ai loro occhi e tutti contenti lo accerchiano e uno per volta gli chiedono doni diversi.  Svolto in una vietta deserta. Sento un rumore e, mi giro e vedo una busta che si muove. La apro e trovo una famiglia di cagnolini stretti l'uno con l'altro per scaldarsi. Decido di aiutarli. Svoltato di nuovo l'angolo comincia a nevicare.  I bambini felicissimi corrono da una parte all'altra e i genitori li ricorrono, lì acchiappano e li riportano a casa. In poco tempo la via sì svuota ed io torno a casa con tre cuccioletti in braccio.",0,0,0,0,0,0
106," Ciao! Sono Laura, Quasi un anno fa, più precisamente il 13 marzo, ho traslocato da Bracciano e sono immigrata vicino Roma, Acilia. Quando mamma mi disse questa notizia io ero supercontenta. A Bracciano non ero molto eccitata... Mancavano centricommerciali, magari nelle vicinanze, per esempio se io volevo andare a comprare un quaderno, una penna ecc. Dovevo assolutamente chiedere a mamma  se non mi volevo fare 1 chilometro e mezzo a piedi!! La casa poi era abbastanza piccola. Io sapevo che Roma era il posto giusto, poi io la consideravo (e la considero tutt’ora) la città più bella del mondo e quasi, quasi del Pianeta!! Io ero emozionata del trasloco, quindi chiesi subito a mamma quando andavamo nella città più bella del Pianeta (Roma e non Acilia) e lei mi rispose dopo che avessimo venduto la casa. Ed io ero impaziente... impazientissima!!! Il 14 marzo, tutto di un tratto mi posi delle domande: E la scuola? I miei amici? Come potrò vedere i miei compagni se io abito ad Acilia e loro a Bracciano?  Queste domande Per alcuni giorni mi si fissarono nella mente, e io facevo di tutto per pensare ad altro. Cose che mi mancavano: (e adesso non più) perché mi stò abituando  1° la casa, anche essendo piccola ero stupenda come ero disposta, i mobili... 2° la mia amica, insieme ci divertivamo molto 3° i miei compagni 4° le mie maestre 5° la scuola in generale, 6° il lago, d’estate io e la mia famiglia ci andavamo sempre e il suono delle onde, quando era calmo era rilassante, anche se, devo ammettere, che quando mi faccio il bagno vorrei il lago frenetico! Solo ora mi rendo conto che stavo bene, e non so perché ero così frettolosa di andarmene. La casa di Bracciano resta e resterà per sempre nel mio cuore.",0,0,0,0,0,0
107,"  Agitata, l’unico termine per descrivere il primo giorno di scuola. Divertimento, l’unico termine per descrivere tutti gli altri giorni vissuti con la mia classe. Queste due termini mi hanno aiutato molto a superare i momenti più difficili (interrogazioni, campanella). Tutto questo però mi ha fatto iniziare una nuova esperienza piena di conoscenze e sorrisi. Quando prendevo brutti voti le mia amiche mi rallegravano e mi dimostrano affetto e cortesia. Ho avuto esperienze belle come quando ho conosciuto le mie migliori amiche, ma anche esperienze brutte come quando hanno chiamato l’ambulanza perché mi sentivo male, ma una cosa positiva è successa quel giorno: ho capito che la IA era una squadra, una squadra che non perderà mai!... Campanella l’unico termine per descrivere i momenti dove si inizia e riposa. Lettura- l’unico termine per descrivere i momenti in cui ci riuniamo e chiudiamo gli occhi per immaginare. Questi termini mi hanno accompagnato fuori dalla scuola perché, durante le vacanze, mi ricordavo la campanella, con il suo suono acuto seguito dai nostri urli di gioia! La lettura, invece, mi ha aiutato nel parlare con un linguaggio appropriato. Adesso ci saranno gli scrutini e io sto dando più di quello che sono, ma non solo per i voti, ma con il mio carattere. Fine-,l’unico termine per descrivere per concludere le mie esperienze vissute e iniziarne altre.",0,0,0,0,0,0
108," Cara Miky, La quinta elementare è come una battaglia e nella battaglia le principali quattro doti sono: audacia, il saper rischiare, fantasia e non arrendersi mai tranne in casi estremi. La mia maestra è molto rigorosa, e quando finivamo ogni tema dovevamo mettere: Contenuto, Forma, Ortografia. In quinta elementare ci ha fatto fare un bellissimo lavoro sul Circo Massimo dividendoci in gruppi. La mia maestra mantiene sempre le promesse il suo motto è “La verità  mi rende libera”. Gli argomenti dei temi erano del tipo: “il mio animale”, “Descrivo questa foto”, “Se io fossi…” “Cosa mi aspetto dal 2012”, “Natale” “la neve a Roma”. Io ho sempre adorato scrivere ma soprattutto leggere. Gli esercizi di grammatica erano la cosa che mi piaceva di meno. Alla fine di ogni anno scolastico facevamo un libretto con i temi e le poesie migliori. Ah! Dimenticavo! Molto spesso (una o due volte a settimana circa) ci faceva imparare a memoria delle poesie, e a volte ce le faceva inventare. Quando era il 150° anniversario dell’unità d’Italia ci ha fatto fare delle poesie sulla bandiera. Ogni tanto facevamo delle gite: una volta siamo andati all’Istituto agrario dove lavorava mio padre e un’altra volta siamo andati a Montecitorio.",0,0,0,0,0,0
109," Io rispondo alla domanda numero dieci perché sia adatta alla mia esperienza perché... Tutto accadde due anni fa il 26 Luglio 2011, stavo con la mia famiglia alla casa del mare ora una giornata di sole, la temperatura arrivava fino ai 40°. Nella mattinata stavamo tutti insieme al mare a farci il bagno, fratelli, cugini e zii... Poi verso l'13:00 tornavamo a casa per il pranzo. Verso le 15:30 tutti rientravano nelle proprie stanze tranne io e mia cugina Anna, scendevamo le scale e ci trovavamo a piano terra, in salone, aprimmo la porta e ci allontanammo da casa. Io e mia cugina volevamo andare in “una strada proibita” dove c'erano tanti alberi di vari tipi, dietro c'era una casa disabitata, non  aveva le finestre e nemmeno la porta e quindi ci intrufolammo dentro, faceva paura perché i muri cadevano a pezzi, la casa era umida e le sedie stavano sopra i tavoli, che erano tutti rotti. Mai ci spaventammo e uscimmo fuori, non c'era anima viva dentro alla casa, ma si sentivano delle voci dietro alla casa. Piano piano andammo attorno alla casa e vicino ad una vecchia mangiatoia c'erano due bambini, un maschio e una femmina... Noi ci avvicinammo e chiedemmo perché stavano là, loro risposero che erano due fratelli che tempo fa avevano avuto anche una sorellina piccola e che la mamma rimase incinta con papà e morì nel parto, quindi il padre per quanto era disperato si suicidò. Allora la sorellina piccola rimase con i due fratelli che scapparono insieme dall'orfanotrofio in cui stavano, ma la sorella piccola morì perché non c'era la mamma che la poteva allattare. Per me e mia cugina fu una storia tragica, allora cercavamo di aiutarli, li accompagnammo a casa a mangiare e rimasero a dormire. La mattina seguente io e mia cugina li accompagnammo ad un orfanotrofio vicino a casa nostra, in modo tale che l'estate seguente avremmo potuto andare a trovarli. E così si concluse il mistero della “strada proibita”! ",0,0,0,0,0,0
110," Caro Antonio, so che presto andrai in quinta e volevo parlartene. Non preoccuparti per i compiti di italiano, perché sono sicura che te la caverai bene. Io devo dire che andavo abbastanza bene e a volte la maestra ce li leggeva ad alta voce per far sentire a tutti come e in che modo l’avevamo scritto. Non facevamo molti temi, ma quelli che facevamo erano molto belli perché potevamo scrivere un testo horror, giallo, fantasia… e la lunghezza dei testi era infinita,ovviamente la loro correzione era altrettanto lunga, dai 2 ai 4 giorni. Ci spiegavano la lezione e tutti dovevano essere attentissimi, perché non le rispiegavano se non avevi ascoltato. Erano molto severe  per colpa di alcuni nostri compagni che davano fastidio durante la lezione, soprattutto quella di italiano. Eravamo gli unici della scuola che ad ogni festa sia importante sia meno, andavamo a casa con un lavoretto. Invece, i compiti a casa, ce li correggevano a scuola e se non capivi qualcosa ti facevano andare alla lavagna e dovevi spiegare quell’argomento a tutta la classe, e ti dico che era molto efficiente come sistema. Ero molto brava a riconoscere i tempi e i modi in grammatica, perché la maestra di italiano era spesso assente e le supplenti ci davano Sempre da ricopiare le tabelle sul libro di grammatica! Mi piaceva fare tanto fare storia perché la maestra ci dava sempre da fare riassunti o copiati, schede o disegni e alla fine l’interrogazione alla quale prendevo sempre 8, 9 o 10! Anche geografia mi piaceva ma non così tanto. Mi piaceva tanto fare arte e immagine perché la maestra ci faceva fare qualcosa di nuovo ogni volta. Adoravo anche fare inglese perche ero e sono, bravissima. Non c’era qualche materia che non mi piacesse. I consigli che ti voglio dare sono: leggere molto a casa e fare Sempre i compiti studia molto e ascolta le maestre, non farti coinvolgere nelle chiacchere, dei litigi, perché ci finirai sempre tu in mezzo. Sono sicurissima che andrà tutto bene. Ci sentiamo, Alessandra. ",0,0,0,0,0,0
111," Nel ritratto è stata raffigurata una donna. Con i capelli neri abbastanza gonfi, occhi a mandorla e labbra carnose. Indossa un vestito a maniche lunghe azzurro e un collettino bianco che gli arriva fino al collo e cappello abbinato al vestito anche quello molto grande con il tul sopra. Ha pure i guanti bianchi abbinati al colletto. Vicino a lei c’è un piccolo cagnolino nero con il collare blu e il ciondolo e l’autista. È un prato fiorito con cespugli e alberi. L’autista è vestito in modo molto formale, una camicia bianca, una giacchetta nera, pantaloni lunghi e neri, e un taglio molto elegante, ed ha lo sguardo verso il basso. Sta aprendo la portiera della carrozza alla donna. La carrozza è nera con poltrone imbottite ed è aperta.  Nel ritratto è stata raffigurata una bella donna. Ha capelli neri gonfi e mossi, occhi a mandorla e labbra rosa e carnose. Indossa un vestito a maniche lunghe azzurro che arriva fino ai piedi.  Sotto il vestito c’è un corretto bianco stretto che arriva fino al collo. Indossa pure dei guanti bianchi molto eleganti che si abbinano con il colletto. Vicino a lei c’è un cane nero, piccolo con un collare intorno al collo turche con un ciondolo. Vicino c’è pure l’autista un vero elegant’uomo. Ha un taglio molto formale una camicia bianca una giacchetta nera con i bottoni e pantaloni neri lunghi. Si trovano su un prato verde con cespugli fioriti e alberi.  Le sta aprendo la portiera della carrozza nera. È  grande con poltrone comode ed è aperta. Guardando questa immagine mi viene in mente la fiaba di cenerentola che sale sulla carrozza di zucca per andare al ballo del principe che però a mezzanotte perde la scarpetta di cristallo.  In un giorno soleggiato di settembre in un bel castello viveva una bellissima principessa di nome Elisabeth. Viveva con i suoi genitori e il cagnolino. Si chiamava Diana ed era un chiuaua nero con le orecchie all’insù.  Ogni giorno indossava vestitini diversi. ",0,0,0,0,0,0
112," Tra i due guerrieri le mie simpatie vanno ad Ettore perché Achille lo vedo un po’ barbaro. Vedo barbaro Achille perché un uomo che attacca il suo nemico morto a una carrozza e, facendo correre i cavalli con Ettore attaccato sotto le mura di Troia non è un uomo di onore. Ettore invece è un uomo molto coraggioso perché, pur sapendo che molto probabilmente sarebbe morto, si lancia contro Achille e gli Achei senza paura, ma gli dei non stanno dalla sua parte. Ettore, rispetto ad Achille, lo vedo anche un uomo più di cultura perché, se avesse vinto lui il duello con Achille penso che ne avrebbe riportato il corpo agli Achei. Io non mi impersonifico in nessuno dei due perché sono due uomini molto coraggiosi e io penso di non avere il coraggio neanche di andare in battaglia a fronteggiare il mio nemico. Ettore mi stà simpatico ma anche lui ha fatto un’azione irresponsabile come lasciare la moglie Andromaca e il figlio Astianatte da soli senza un difensore. Anche Achille fa un bel gesto lasciando ai Greci undici giorni di tregua per il funerale di Ettore, che merita un grande funerale con molte lacrime e un grande banchetto, che il Re Priamo organizza subito dopo il funerale nel suo grande palazzo. Io da grande vorrei essere come loro. Io Ettore me lo immagino come un grande guerriero, non troppo alto, che farebbe qualsiasi cosa per la sua famiglia e per Troia e molto muscoloso. Achille invece lo immagino molto forte, che farebbe qualsiasi per conquistare Troia e molto alto. ",0,0,0,0,0,0
